x,y,yerr
0.0,0.2157820327693909,0.34190435603818986
0.4166666666666667,2.631569350589197,0.30916856716860625
0.8333333333333334,1.783012196032522,0.3169304031554331
1.25,6.1955692496816335,0.3023840011762435
1.6666666666666667,4.068625412003274,0.330020629103651
2.0833333333333335,3.5444470260119614,0.3969997822402018
2.5,4.518789880543474,0.33789312726644105
2.916666666666667,7.8270965576379625,0.3240892606051081
3.3333333333333335,6.709018020337855,0.3403449477138232
3.75,6.313483430604038,0.33013385202066775
4.166666666666667,9.724455296553321,0.3673876822928361
4.583333333333334,8.951311334666302,0.3634466761159081
5.0,10.98410341334322,0.3027342907770496
5.416666666666667,12.072679230787351,0.3511323155806785
5.833333333333334,12.029356246570254,0.3036199687675437
6.25,15.325088874822399,0.36773632664142747
6.666666666666667,11.13030900848013,0.39358083306272584
7.083333333333334,12.96845990967383,0.3907487878727419
7.5,14.39285999447525,0.32057121120909265
7.916666666666667,18.163408234329744,0.37426451477213935
8.333333333333334,18.357602964122655,0.3793065971040565
8.75,18.496429040872698,0.3864367533109384
9.166666666666668,16.74705127110491,0.3259598670800521
9.583333333333334,17.636982312275485,0.345083484597216
10.0,18.205727957831453,0.322150442903659
