100	0.0531484
101.16	0.0409777
102.321	0.0474895
103.481	0.0686182
104.642	0.0459176
105.802	0.047725
106.963	0.041161
108.123	0.0620491
109.284	0.0179555
110.444	0.0461611
111.605	0.0501312
112.765	0.0439802
113.926	0.0592273
115.086	0.0626131
116.246	0.0364734
117.407	0.0715296
118.567	0.0363631
119.728	0.0634829
120.888	0.0520958
122.049	0.0455615
123.209	0.0465058
124.37	0.0502653
125.53	0.0526856
126.691	0.0414008
127.851	0.0482639
129.012	0.0428976
130.172	0.0384548
131.333	0.0424331
132.493	0.0391075
133.653	0.0464066
134.814	0.0549339
135.974	0.0518173
137.135	0.0703546
138.295	0.0285076
139.456	0.0553065
140.616	0.0506783
141.777	0.0587718
142.937	0.0577808
144.098	0.0489672
145.258	0.0523446
146.419	0.0431784
147.579	0.0567569
148.739	0.0318324
149.9	0.0583904
151.06	0.0503915
152.221	0.0457536
153.381	0.0482999
154.542	0.0490343
155.702	0.0636003
156.863	0.0829633
158.023	0.0628281
159.184	0.0449771
160.344	0.0569292
161.505	0.0573658
162.665	0.0413819
163.826	0.0380266
164.986	0.0500028
166.146	0.0587137
167.307	0.0345196
168.467	0.0434298
169.628	0.0563663
170.788	0.0510581
171.949	0.0648047
173.109	0.0365294
174.27	0.0741658
175.43	0.0352653
176.591	0.0303546
177.751	0.0500582
178.912	0.0393038
180.072	0.0502619
181.232	0.0499133
182.393	0.0486939
183.553	0.0422287
184.714	0.0549804
185.874	0.0474816
187.035	0.0616927
188.195	0.0488535
189.356	0.0410118
190.516	0.0337823
191.677	0.0489394
192.837	0.0379696
193.998	0.0371632
195.158	0.0559385
196.319	0.0328883
197.479	0.0647881
198.639	0.0522645
199.8	0.05023
200.96	0.0403219
202.121	0.0583144
203.281	0.0506428
204.442	0.043812
205.602	0.0526724
206.763	0.0338475
207.923	0.0343232
209.084	0.0394758
210.244	0.0541741
211.405	0.0506474
212.565	0.0611709
213.725	0.0414824
214.886	0.0564302
216.046	0.049546
217.207	0.0412554
218.367	0.0545401
219.528	0.0500281
220.688	0.0443982
221.849	0.0511106
223.009	0.0493965
224.17	0.0491561
225.33	0.0465683
226.491	0.037646
227.651	0.0514443
228.812	0.0426707
229.972	0.0404958
