t,voltage,current,temperature
0.0,3.5,1.5,24.764035782104123
0.05025125628140704,3.5200920439867733,1.4997576145255673,25.19212991250253
0.10050251256281408,3.5401333624455913,1.4990308497737246,24.79766546981118
0.15075376884422112,3.5600733579130788,1.4978208801259325,25.791117587050643
0.20100502512562815,3.579861688731703,1.4961296607759722,24.905571009776924
0.2512562814070352,3.5994483961452115,1.4939599245705404,25.950079539123436
0.30150753768844224,3.6187840304273795,1.491315177593234,24.776694551416767
0.35175879396984927,3.637819775725625,1.4881996934990587,25.20501550884179
0.4020100502512563,3.6565075733043155,1.4846185066086162,26.101574951977543
0.45226130653266333,3.6748002428766107,1.4805774037731294,25.535731966765873
0.5025125628140704,3.6926516017185236,1.4760829150234522,26.63740000147271
0.5527638190954774,3.7100165812644783,1.4711423030181705,25.417068310414265
0.6030150753768845,3.726851340889997,1.46576355130785,25.730075746788913
0.6532663316582915,3.743113378594259,1.459955351434392,26.60398398059146
0.7035175879396985,3.758761638303094,1.4537270888863425,24.94423696374608
0.7537688442211056,3.7737566135215004,1.4470888279328527,24.932041957322717
0.8040201005025126,3.788060447074014,1.4400512953607927,25.402805439459467
0.8542713567839196,3.8016370266811075,1.432625863141305,26.256807565075345
0.9045226130653267,3.814452076130323,1.4248245300537985,25.09467145300807
0.9547738693467337,3.826473241811967,1.4166599022970845,26.2475065319615
1.0050251256281408,3.837670174400892,1.4081451731189785,26.26162445639073
1.0552763819095479,3.8480146054781437,1.3992941014972906,27.054654499142515
1.105527638190955,3.8574804188990366,1.3901209899066491,26.61928431827724
1.155778894472362,3.866043716727471,1.380640661207087,26.327538689175114
1.206030150753769,3.8736828795700355,1.3708684346917348,26.873936048362197
1.256281407035176,3.8803786211575693,1.3608201013323273,26.51255692237258
1.306532663316583,3.886114037036384,1.3505118982625217,26.061679733601903
1.35678391959799,3.8908746472462172,1.339960482540262,25.767891209645956
1.407035175879397,3.894648432877175,1.3291829042315868,26.103855264995367
1.4572864321608041,3.897425866413358,1.3181965788593735,26.416704846591763
1.5075376884422111,3.8991999357865783,1.307019259261539,26.572309583017045
1.5577889447236182,3.8999661620794264,1.2956690069041745,25.46511120298905
1.6080402010050252,3.8997226108330065,1.2841641626959635,26.4706826423821
1.6582914572864322,3.8984698969307803,1.2725233173510506,26.642347865097427
1.7085427135678393,3.896211183046197,1.2607652813482475,26.94925542857806
1.7587939698492463,3.892952171658028,1.2489090545351202,27.53614763782349
1.8090452261306533,3.8887010906535595,1.236973795426076,26.86266044571568
1.8592964824120604,3.8834686725559964,1.2249787902440588,26.361959956232365
1.9095477386934674,3.87726812742852,1.2129434217558812,25.954425915865478
1.9597989949748744,3.8701151095234,1.20088713795155,27.253507077520602
2.0100502512562817,3.862027677760374,1.1888294206181969,26.52180098656524
2.0603015075376887,3.85302625013406,1.1767897538593979,27.43590861880514
2.1105527638190957,3.8431335521655146,1.164787592610749,27.747143405306222
2.1608040201005028,3.8323745595280787,1.152842331202573,26.322132239744846
2.21105527638191,3.820776434992357,1.140973272020561,27.416640670460353
2.261306532663317,3.80836845984953,1.1291995943149857,27.831314241127306
2.311557788944724,3.795181959986122,1.1175403232088903,27.73961064352815
2.361809045226131,3.7812502267968706,1.106014298955332,26.22676395323224
2.412060301507538,3.7666084331353606,1.0946401464933575,26.8927605545268
2.462311557788945,3.751293544514618,1.0834362453519055,26.723894935498876
2.512562814070352,3.73534422578185,1.072420699950267,27.669881399055072
2.562814070351759,3.718800743502958,1.061611310343097,27.658724927549756
2.613065326633166,3.701704864303247,1.0510255434572513,26.14678459650988
2.663316582914573,3.684099749421008,1.0406805048669217,27.388731558983714
2.71356783919598,3.6660298457401774,1.0305929111526868,27.982667648088743
2.763819095477387,3.6475407735771808,1.020779062889135,27.699195261418037
2.814070351758794,3.628679211505263,1.0112548183047156,27.74097509492068
2.864321608040201,3.6094927785070823,1.0020355676563768,27.52770969129619
2.9145728643216082,3.59002991375309,0.9931362083604005,27.22282721458433
2.9648241206030153,3.5703397543092237,0.9845711209196207,27.785582923135664
3.0150753768844223,3.550472011082645,0.9763541456859234,27.861688486742523
3.0653266331658293,3.53047684331873,0.9684985604955779,28.184513528518515
3.1155778894472363,3.51040473196616,0.9610170592135399,28.266090152938297
3.1658291457286434,3.4903063522298177,0.9539217312213939,28.001430101401606
3.2160804020100504,3.4702324456332554,0.9472240418820841,28.546313946880982
3.2663316582914574,3.450233691913732,0.940934814012998,27.85145489836036
3.3165829145728645,3.4303605810732374,0.9350642103973414,27.356655464326508
3.3668341708542715,3.410663285908535,0.9296217173620648,28.35663413474353
3.4170854271356785,3.391191535342037,0.9246161294488778,28.220421678268153
3.4673366834170856,3.371994488873312,0.9200555352031216,28.444503358376757
3.5175879396984926,3.3531206124681905,0.9159473041034625,27.60229480464721
3.5678391959798996,3.3346175561988023,0.912298074653528,29.16807469310606
3.6180904522613067,3.3165320339434703,0.9091137436547287,28.665753463375406
3.6683417085427137,3.2989097054501704,0.9063994566775971,28.203995035878442
3.7185929648241207,3.28179506106131,0.9041595997470446,27.917419963456567
3.7688442211055277,3.2652313093908534,0.9023977922549695,28.960534374234875
3.819095477386935,3.249260268237377,0.9011168811116708,27.907538269914635
3.869346733668342,3.2339222590084504,0.9003189361455163,29.625221741359347
3.919597989949749,3.2192560049228978,0.9000052467583005,28.223700055144384
3.969849246231156,3.205298533247936,0.9001763198416965,29.425961744319153
4.020100502512563,3.192085081818008,0.9008318789581677,28.508518695888817
4.07035175879397,3.179649010071324,0.9019708647876644,29.42581169380428
4.120603015075377,3.168021714828709,0.9035914368393823,28.302319633319712
4.170854271356784,3.1572325510273838,0.905690976425817,28.713116953614865
4.2211055276381915,3.147308757609806,0.9082660908943105,29.139644208644967
4.2713567839195985,3.138275388754673,0.9113126191092483,29.101501401861757
4.3216080402010055,3.130155250623702,0.9148256381760521,29.35365619828826
4.371859296482413,3.1229688437838856,0.9187994713961005,28.59196751571823
4.42211055276382,3.116734311450582,0.9232276974397244,28.91014861944311
4.472361809045227,3.111467393682114,0.9281031607224541,29.52358891281439
4.522613065326634,3.107181387641511,0.9334179829677506,28.57802320076956
4.572864321608041,3.1038871140257314,0.9391635759375372,29.24778078692003
4.623115577889448,3.1015928897471055,0.9453306553099616,28.882389302125304
4.673366834170855,3.1003045069359843,0.9519092556819604,29.124962425300595
4.723618090452262,3.1000252183175925,0.9588887466723846,29.093950178701053
4.773869346733669,3.100755729000014,0.9662578500996678,28.68677394725711
4.824120603015076,3.1024941946940325,0.9740046582062742,28.97939717893377
4.874371859296483,3.1052362263693327,0.982116652900482,29.210623041721753
4.92462311557789,3.1089749013352965,0.9905807259844077,29.114790075441167
4.974874371859297,3.1137007807184265,0.9993832003355838,29.98009439953496
5.025125628140704,3.1194019332922664,1.0085098520078652,29.72585495841933
5.075376884422111,3.126063965599663,1.0179459332159484,29.3925918477557
5.125628140703518,3.1336700582913117,1.0276761961663636,28.892323889426162
5.175879396984925,3.1422010085888523,1.0376849176964338,28.887749124883275
5.226130653266332,3.151635278765309,1.047955924681382,30.31209557388219
5.276381909547739,3.161949050520467,1.0584726201685353,28.8452398504407
