10	0.00774025
10.035	0.00667061
10.07	0.01217
10.1051	0.0112593
10.1401	0.00297604
10.1751	0.0156134
10.2101	0.00952903
10.2451	0.00444534
10.2801	0.0159439
10.3152	0.0131284
10.3502	0.00367729
10.3852	0.0188859
10.4202	0.013294
10.4552	0.00994902
10.4902	0.0179511
10.5253	0.0107965
10.5603	0.00985958
10.5953	0.0066985
10.6303	0.0129093
10.6653	0.012383
10.7004	0.0100734
10.7354	0.00605007
10.7704	0.0106496
10.8054	0.00965101
10.8404	0.00333263
10.8754	0.00264094
10.9105	0.0128258
10.9455	-0.00300944
10.9805	0.0110271
11.0155	0.00760958
11.0505	0.0165412
11.0855	0.00753266
11.1206	0.0132974
11.1556	0.00801543
11.1906	0.0105687
11.2256	0.0136842
11.2606	0.00768722
11.2956	0.0149828
11.3307	0.00503151
11.3657	0.011473
11.4007	0.0146132
11.4357	0.0133002
11.4707	0.0195822
11.5058	0.0061828
11.5408	0.00310425
11.5758	0.00502832
11.6108	0.0133022
11.6458	0.0124896
11.6808	0.0105113
11.7159	0.00438521
11.7509	0.0138343
11.7859	0.00387648
11.8209	0.0157947
11.8559	0.0242872
11.8909	0.0118323
11.926	0.0129155
11.961	0.0075357
11.996	0.000948933
12.031	0.0069864
12.066	0.00453552
12.1011	0.00276498
12.1361	0.0186118
12.1711	0.0113643
12.2061	0.0118984
12.2411	0.00845489
12.2761	0.00913564
12.3112	0.0148228
12.3462	0.00983831
12.3812	0.0126535
12.4162	0.00901998
12.4512	0.00828924
12.4862	0.00296543
12.5213	0.000111255
12.5563	0.00869219
12.5913	0.0102825
12.6263	0.00356935
12.6613	0.00982763
12.6963	0.0102688
12.7314	-0.00078004
12.7664	0.00542438
12.8014	0.0120363
12.8364	0.0119353
12.8714	0.00423163
12.9065	0.0107922
12.9415	0.015112
12.9765	0.0138854
13.0115	0.00952357
13.0465	0.00766012
13.0815	0.00685328
13.1166	0.0123391
13.1516	0.0109755
13.1866	0.013147
13.2216	0.0106594
13.2566	0.0140938
13.2916	0.010473
13.3267	0.0139234
13.3617	0.0143541
13.3967	0.00597737
13.4317	0.00095928
13.4667	0.0177175
13.5018	0.0112833
13.5368	0.00142757
13.5718	0.0064309
13.6068	0.0138594
13.6418	0.00860162
13.6768	0.00743969
13.7119	0.0170044
13.7469	0.00476356
13.7819	0.00600923
13.8169	0.0110569
13.8519	0.0119523
13.8869	0.0124817
13.922	0.0145562
13.957	0.0109929
13.992	0.0124469
14.027	0.00870395
14.062	0.0103135
14.097	0.0105377
14.1321	0.0110755
14.1671	0.0138627
14.2021	0.0127757
14.2371	0.0102211
14.2721	0.00595437
14.3072	0.0103384
14.3422	0.00985991
14.3772	0.0109659
14.4122	0.0210326
14.4472	0.00738114
14.4822	0.0121114
14.5173	0.0153423
14.5523	0.01049
14.5873	0.0216892
14.6223	0.0081098
14.6573	0.0116204
14.6923	0.00600597
14.7274	0.00824238
14.7624	0.0112447
14.7974	0.0142315
14.8324	0.0115955
14.8674	0.0162956
14.9025	0.00952517
14.9375	0.00833916
14.9725	0.0235199
15.0075	0.0119712
15.0425	0.00640259
15.0775	0.00652868
15.1126	0.0052866
15.1476	0.0146828
15.1826	0.00817811
15.2176	0.0106368
15.2526	0.00968246
15.2876	0.0136575
15.3227	0.00576628
15.3577	0.00462214
15.3927	0.0111215
15.4277	0.0130048
15.4627	0.0116627
15.4977	0.00595273
15.5328	0.0133874
15.5678	0.0062807
15.6028	0.00739231
15.6378	0.00528023
15.6728	0.0165058
15.7079	0.0131671
15.7429	0.013025
15.7779	0.0162361
15.8129	0.0240632
15.8479	0.00145387
15.8829	0.00630812
15.918	0.00691912
15.953	0.0057459
15.988	0.00461208
16.023	0.00850173
16.058	0.00391698
16.093	0.0116752
16.1281	0.0102585
16.1631	0.0124051
16.1981	0.0125386
16.2331	0.013015
16.2681	0.00813296
16.3032	0.0206057
16.3382	0.0111722
16.3732	0.000687576
16.4082	0.00498812
16.4432	0.00129749
16.4782	0.0100867
16.5133	0.00939097
16.5483	0.00765787
16.5833	0.0200546
16.6183	0.0127449
16.6533	0.0136305
16.6883	0.00534463
16.7234	0.00500428
16.7584	0.010184
16.7934	0.010865
16.8284	0.000718442
16.8634	0.00909846
16.8984	0.0100704
16.9335	0.00892425
16.9685	0.00593305
17.0035	0.00730232
17.0385	0.0091157
17.0735	0.010454
17.1086	0.013024
17.1436	0.0154043
17.1786	0.00852826
17.2136	0.00771922
17.2486	0.0121883
17.2836	0.0130542
17.3187	0.007829
17.3537	0.013952
17.3887	0.0148979
17.4237	0.0164584
17.4587	0.0188916
17.4937	0.00566792
17.5288	0.0100695
17.5638	0.0100564
17.5988	0.00950963
17.6338	0.00675369
17.6688	0.00257219
17.7039	0.0104634
17.7389	0.00615822
17.7739	0.01043
17.8089	0.00602978
17.8439	0.00450171
17.8789	0.0111715
17.914	0.0107546
17.949	0.0128964
17.984	0.0209293
18.019	0.0113864
18.054	0.0124254
18.089	0.00461219
18.1241	0.00356546
18.1591	0.0179141
18.1941	0.0053826
18.2291	0.00478028
18.2641	0.00980451
18.2991	0.00954904
18.3342	0.00548747
18.3692	0.00847513
18.4042	0.0161469
18.4392	0.00597003
18.4742	0.00303164
18.5093	0.014713
18.5443	0.0124615
18.5793	0.00689741
18.6143	0.00208916
18.6493	0.00627688
18.6843	0.00972648
18.7194	0.0158284
18.7544	0.00481709
18.7894	0.0095774
18.8244	0.0133757
18.8594	-0.00190634
18.8944	0.0151689
18.9295	0.00408775
18.9645	0.01166
18.9995	0.0112334
19.0345	0.0154229
19.0695	0.0127546
19.1046	-0.00188645
19.1396	0.0060761
19.1746	0.010691
19.2096	0.0090251
19.2446	0.0123881
19.2796	0.0139468
19.3147	0.0130423
19.3497	0.00892863
19.3847	0.000768315
19.4197	0.00772259
19.4547	0.0120818
19.4897	0.00454776
19.5248	0.0131564
19.5598	0.014542
19.5948	0.0106343
19.6298	-0.0053189
19.6648	0.00360956
19.6998	0.0194309
19.7349	0.00726731
19.7699	7.92839e-05
19.8049	0.0161762
19.8399	0.0100668
19.8749	0.0155247
